true_label,Acoerulea,Acomosus,Ahypochondriacus,Ahypogaea,Aofficinalis,Athaliana,Bdistachyon,Bplatyphylla,Bstricta,Bvulgaris,Carabica,Carietinum,Cavellana,Ccitriodora,Cclementina,Cillinoinensis,Ckanehirae,Cquinoa,Crubella,Csativus,Dalata,Dcarota,Ecoracana,Egrandis,Esalsugineum,Fvesca,Gmax,Hannuus,Hvulgare,Lalbus,Lervoides,Ljaponicus,Lsativa,Lusitatissimum,Macuminata,Mdomestica,Mesculenta,Msinensis,Mtruncatula,Ncolorata,Oeuropaea,Osativa,Othomaeum,Pamilis,Ppersica,Ptrichocarpa,Ptrifoliata,Pvaginatum,Pvirgatum,Qrubra,Rcommunis,Sbicolor,Soleracea,Sparvula,Spolyrhiza,Spurpurea,Sviridis,Taestivum,Tintermedium,Vdarrowii,Vfaba,Vunguiculata,Vvinifera,Zmarina,Zmays
Acoerulea,162,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,3,1,0,0,1,1,2,0,0,0,1,2,1,0,0,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0
Acomosus,0,174,1,0,3,0,0,1,0,0,4,0,1,0,0,0,0,1,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,0,2,0,1,0,1,0,0,0,0,0,1,0,2,2,0,2,1,1,0,0,1
Ahypochondriacus,1,0,179,1,0,1,0,0,0,19,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
Ahypogaea,0,0,0,133,0,1,0,1,0,0,1,4,2,0,2,0,1,3,0,0,0,1,0,0,0,2,14,0,1,5,8,8,0,0,0,0,1,1,1,1,0,0,0,2,4,1,2,0,0,1,1,1,1,0,1,0,2,0,1,0,5,4,0,0,0
Aofficinalis,1,1,0,1,211,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,3,3,0,0,0,1,2,2,0,3,0,0,0,1,0,2,0,0,0,2,1,0,0,1,0,1,1,1,1,2,1,0,0,0,1
Athaliana,0,0,0,0,0,40,0,0,17,2,0,1,0,0,0,0,0,1,38,0,0,0,0,1,28,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,1,37,0,0,0,0,0,0,0,2,0,0,0
Bdistachyon,0,0,0,0,0,0,75,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,11,0,0,0,0,0,17,0,0,1,0,0,0,1,0,2,0,0,0,5,7,0,0,1,0,5,7,0,1,5,0,0,0,0,9,27,27,0,0,0,0,0,3
Bplatyphylla,0,1,1,1,0,0,0,104,0,0,1,0,67,0,1,10,1,2,0,0,1,0,1,1,0,2,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,4,2,3,2,0,6,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Bstricta,0,0,0,0,0,38,0,0,16,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,1,0,0,0,1,28,0,0,0,0,0,0,2,0,0,0,0
Bvulgaris,2,1,3,0,1,0,1,0,0,121,1,0,1,0,2,1,0,50,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,35,1,0,0,0,0,0,1,1,1,0,0,1
Carabica,1,0,1,0,0,1,1,2,1,1,144,0,1,3,5,1,1,0,0,1,0,1,0,6,0,1,1,0,0,0,0,0,1,0,0,3,2,0,1,1,1,0,1,1,4,3,2,0,0,0,5,0,0,0,0,1,1,0,0,2,0,1,0,0,1
Carietinum,1,0,0,3,0,0,1,2,1,0,1,81,1,0,0,0,1,0,0,1,1,0,0,0,0,0,15,0,1,5,21,8,0,0,0,0,2,0,18,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,18,3,0,0,0
Cavellana,0,0,0,1,0,2,1,66,0,1,0,0,101,0,3,7,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,2,1,4,0,0,9,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Ccitriodora,0,0,1,0,2,0,0,1,0,0,4,1,1,83,0,3,0,0,2,0,0,0,2,68,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,0,1,3,1,3,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1
Cclementina,1,0,0,1,0,0,0,1,0,0,5,1,1,1,72,2,0,1,1,1,4,1,0,0,0,1,2,0,0,0,1,0,0,1,2,2,6,1,0,0,1,0,0,0,3,1,61,0,0,1,3,0,0,0,0,5,1,0,0,2,1,0,0,0,0
Cillinoinensis,0,0,0,0,0,1,0,7,0,1,0,0,14,0,2,154,0,1,0,1,0,0,1,0,0,1,2,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3,5,3,1,1,5,0,0,0,1,0,2,1,0,0,0,0,1,3,0,1
Ckanehirae,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,260,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1
Cquinoa,3,0,5,4,0,0,0,3,0,46,1,0,0,0,2,0,0,119,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,2,0,1,1,0,0,0,0,3,0,0,0,0,3,0,1,28,0,0,0,0,0,1,0,0,1,0,0,0
Crubella,0,0,0,0,0,45,0,0,16,0,0,0,1,0,1,0,1,1,46,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,32,0,1,1,0,0,0,0,0,0,0,0
Csativus,1,0,0,0,1,0,0,0,1,5,0,1,1,0,1,0,1,1,2,143,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,4,0,0,1,0,0,0,3,3,0,0,0
Dalata,1,1,0,5,2,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,165,0,1,1,1,0,2,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,3,1,3,0,0,1,0,1,0,0,0,2,0,3,0,1,0,2,1,0,0
Dcarota,2,1,1,0,2,2,1,1,1,2,1,0,1,0,1,1,0,1,0,0,0,160,0,1,0,3,0,1,2,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Ecoracana,0,0,0,1,0,0,13,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,62,0,0,2,0,1,6,1,0,0,0,0,0,0,0,6,0,0,0,4,35,0,0,0,1,16,5,0,1,9,0,0,0,1,16,7,5,0,0,1,0,0,6
Egrandis,0,0,0,1,1,0,1,1,0,1,4,0,1,68,1,0,0,0,0,0,0,0,4,84,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,3,0,2,2,0,1,1,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1
Esalsugineum,0,1,0,0,0,33,0,0,26,2,0,1,0,0,0,0,0,1,31,0,2,0,0,0,41,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,33,0,2,0,1,1,0,0,0,0,0,0
Fvesca,2,0,0,2,1,1,0,1,0,0,0,0,2,0,1,0,1,2,2,0,0,1,2,1,2,115,1,0,1,0,0,1,1,1,0,11,0,0,0,0,0,2,0,0,17,1,4,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Gmax,0,0,1,10,0,1,0,2,0,1,0,9,1,0,1,1,0,0,0,2,0,0,0,1,0,1,114,0,0,6,8,13,0,0,0,0,0,0,4,0,0,0,1,0,0,3,2,0,0,2,0,1,1,0,1,1,1,0,0,0,3,17,0,0,1
Hannuus,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,170,0,1,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
Hvulgare,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,75,0,0,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,2,4,0,0,3,0,0,0,0,8,52,24,1,0,0,0,0,1
Lalbus,1,0,0,2,1,0,1,1,0,1,0,5,0,0,2,2,0,0,1,0,1,0,0,0,0,0,17,0,0,127,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,6,4,1,0,0
Lervoides,0,0,0,2,0,0,0,0,0,0,0,30,1,0,2,0,0,1,1,1,0,0,0,0,0,0,4,0,0,2,81,2,0,0,0,0,2,0,21,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,3,0,0,0
Ljaponicus,0,0,1,5,1,0,0,1,1,2,1,2,1,0,1,0,0,1,0,0,1,0,0,0,1,5,21,0,0,4,4,135,0,2,0,1,1,0,5,1,1,0,1,0,2,0,0,0,0,2,0,1,2,0,0,1,0,1,0,0,5,7,0,0,1
Lsativa,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,1,0,3,1,1,10,1,0,0,0,129,1,0,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,4,0,1,0,0
Lusitatissimum,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,2,0,2,0,1,0,0,0,1,0,132,1,0,1,0,1,0,0,2,0,1,0,1,0,0,1,0,1,2,0,7,0,0,1,0,2,1,1,0,0,1,1
Macuminata,1,0,0,0,1,0,2,2,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,170,1,2,0,0,1,0,3,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Mdomestica,0,0,1,2,0,0,0,2,0,0,3,0,7,0,2,1,0,2,0,0,0,0,1,1,1,12,1,1,1,2,1,3,0,1,1,87,0,1,1,1,1,1,1,0,31,1,3,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mesculenta,1,0,0,5,1,0,0,4,0,0,1,0,2,1,7,1,0,2,0,0,1,1,0,0,0,2,2,0,0,2,0,0,0,0,0,2,135,2,0,0,0,0,0,0,4,3,7,1,0,0,14,0,1,0,0,3,0,1,0,0,0,0,4,0,3
Msinensis,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,4,0,0,1,0,0,0,0,0,37,0,0,0,5,6,0,0,0,1,14,23,0,0,17,0,0,0,0,17,5,2,0,0,0,1,0,21
Mtruncatula,0,0,0,3,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0,2,0,0,0,0,0,0,7,0,1,2,23,7,1,0,0,0,0,0,89,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19,1,0,0,0
Ncolorata,1,0,1,0,1,0,1,1,0,2,0,0,1,3,1,0,0,0,0,0,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,196,1,0,1,0,1,3,0,1,1,2,1,2,0,0,1,1,0,2,1,0,1,5,1,1,0
Oeuropaea,0,0,2,0,1,0,0,1,0,2,1,0,1,4,2,2,1,1,0,0,1,2,1,1,0,1,0,0,0,1,1,0,1,0,0,1,2,0,1,0,123,0,0,0,3,0,2,2,0,1,2,0,1,0,0,0,0,1,1,2,1,0,0,0,0
Osativa,0,1,0,1,0,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,17,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,1,96,10,0,0,0,0,9,10,0,0,12,0,0,0,0,14,2,2,0,0,0,0,0,5
Othomaeum,0,0,0,1,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,6,63,0,0,1,0,19,9,0,0,8,0,0,1,0,10,1,2,0,0,0,0,0,8
Pamilis,2,0,1,1,0,0,0,1,1,5,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,147,1,1,0,1,3,1,0,0,4,0,0,1,0,0,1,2,0,0,0,0,2
Ppersica,1,1,0,0,0,0,0,2,0,2,2,0,7,2,2,1,0,1,1,0,2,0,0,1,1,9,1,0,0,0,0,1,0,1,0,27,5,0,0,1,0,0,0,0,84,1,4,0,0,7,4,1,2,1,0,0,0,1,0,1,0,0,1,0,1
Ptrichocarpa,0,2,0,0,2,1,0,1,0,0,0,0,2,0,2,3,0,0,0,0,3,0,0,3,1,2,0,1,1,0,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,98,4,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
Ptrifoliata,1,0,0,2,3,0,0,2,0,1,2,1,4,0,71,1,0,1,2,1,0,2,0,2,0,1,3,0,1,0,0,1,0,1,0,1,5,0,0,1,1,0,0,1,6,1,68,0,0,1,4,0,0,1,0,2,0,0,0,1,0,0,0,0,2
Pvaginatum,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,3,1,0,0,0,0,0,0,1,8,0,2,0,13,12,0,0,0,0,42,24,0,0,13,0,0,0,1,23,5,3,1,2,0,0,0,19
Pvirgatum,1,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,18,1,0,0,0,0,4,0,0,0,0,0,0,0,1,20,0,0,0,8,8,0,0,1,0,24,38,0,0,16,1,0,0,0,22,5,6,0,0,0,0,0,8
Qrubra,1,0,0,0,0,0,0,14,0,0,1,0,7,1,0,3,1,1,0,0,2,0,0,0,0,1,0,0,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,2,1,1,179,0,0,0,0,0,1,0,0,1,0,1,1,4,0,0
Rcommunis,0,1,0,4,1,2,0,4,1,1,3,0,1,0,9,1,0,1,0,0,0,1,1,1,0,1,2,0,0,0,1,0,0,0,1,1,30,0,0,0,0,0,1,1,4,4,9,0,1,2,52,0,0,0,0,1,0,0,1,1,0,2,2,0,0
Sbicolor,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,6,8,0,0,0,0,19,15,0,1,80,0,0,0,0,16,3,2,0,0,0,0,0,9
Soleracea,0,0,2,2,1,0,1,0,0,36,0,1,0,0,1,0,0,33,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,127,0,1,1,0,0,0,0,1,0,0,0,0
Sparvula,0,0,0,0,0,20,0,0,26,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,43,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,1,0,61,0,0,0,1,0,0,0,0,0,0,0
Spolyrhiza,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,2,2,0,0,0,1,1,1,0,1,0,0,0,123,0,1,2,1,0,0,1,1,0,1
Spurpurea,0,0,1,0,0,1,0,0,1,1,1,0,3,1,4,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,59,5,0,0,0,0,0,0,0,0,100,1,0,1,0,1,0,6,0,1
Sviridis,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1,4,0,1,0,0,1,0,0,0,8,0,0,1,12,10,0,1,0,0,20,33,0,0,17,0,0,0,0,31,6,4,0,0,0,0,0,5
Taestivum,1,0,0,0,0,0,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,37,0,0,0,0,1,0,0,1,4,0,0,0,2,6,0,0,0,0,8,3,0,0,2,0,0,0,0,6,57,46,0,0,0,0,0,1
Tintermedium,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,28,0,0,0,0,0,0,1,0,2,0,1,0,1,5,0,0,0,0,9,9,0,0,0,0,0,0,3,7,41,51,0,1,0,0,0,3
Vdarrowii,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2,1,0,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,2,0,1,0,0,1,0,204,0,0,1,0,0
Vfaba,0,0,0,6,1,0,0,0,0,0,1,28,0,0,1,0,0,0,0,0,2,0,0,0,0,1,5,0,0,2,54,1,1,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,73,3,0,0,2
Vunguiculata,0,0,0,7,0,0,0,1,0,1,0,5,2,1,0,0,0,1,0,0,0,0,0,0,1,1,28,1,0,2,6,7,0,0,1,0,4,0,4,1,0,0,0,0,2,1,2,0,1,3,0,1,0,0,0,1,0,0,0,0,5,103,0,1,1
Vvinifera,0,0,0,1,0,0,0,1,0,1,0,0,7,1,0,5,2,1,0,3,1,0,0,1,2,2,5,0,0,0,1,1,0,1,1,0,4,1,0,3,1,0,0,0,2,2,0,1,3,5,0,0,0,0,1,1,0,0,0,0,0,1,161,0,0
Zmarina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,4,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,197,0
Zmays,0,1,0,0,1,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,1,1,2,16,0,0,0,1,10,1,0,0,1,8,9,1,0,18,1,0,0,0,14,5,1,0,0,0,0,0,97
